id, code,       bunban,     title,      credit,     day_time,   prof,       num_of_std, english,    abeek,      notice,     comment,    year, semester,   dept       
NULL,MGT4307,01,금융기관론,3,"월,금 16:30~17:45 MA201",이상호,18,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4309,01,고급재무이론,3,"화,목 09:00~10:15 MA201",이정진,41,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4331,01,보험학원론,3,"화,목 10:30~11:45 MA102",최정호,55,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4332,01,기업리스크관리,3,"화,목 15:00~16:15 MA102",최정호,35,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4401,01,중급회계1,3,"화,목 09:00~10:15 MA206",이대선,21,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4401,02,중급회계1,3,"화,목 10:30~11:45 MA308",전성빈,104,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4402,01,중급회계2,3,"월 15:00~16:15 , 수 16:30~17:45 MA202",최순재,82,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4404,01,원가회계,3,"화,목 10:30~11:45 MA106",황국재,78,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4406,01,세무회계,3,"수,금 09:00~10:15 MA204",오문성,67,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4501,01,마케팅전략,3,"월 09:00~10:15 MA302 , 수 10:30~11:45",김주영,23,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4503,01,시장조사론,3,"월 13:30~14:45 , 금 12:00~13:15 MA203",박세훈,19,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4506,01,촉진전략론,3,"화,목 12:00~13:15 MA208",전성률,69,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4507,01,유통전략론,3,"화,목 15:00~16:15 MA203",임채운,18,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4510,01,국제마케팅론,3,"월 10:30~11:45 MA201 , 수 12:00~13:15",이철,23,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4601,01,기업과국제환경,3,"화,목 13:30~14:45 MA204",이장호,52,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4601,02,기업과국제환경,3,"화,목 15:00~16:15 MA204",강호상,66,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4601,03,기업과국제환경,3,"화,목 10:30~11:45 MA104",전준수,113,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4601,04,기업과국제환경,3,"수,금 15:00~16:15 MA206",조용현,69,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4605,01,무역실무,3,"수,금 13:30~14:45 MA206",이건희,73,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4609,01,외환론,3,"화,목 13:30~14:45 MA102",강호상,135,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4701,01,영어비즈니스커뮤니케이션,3,"수,금 13:30~14:45 MA202",김이권,57,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4704,01,CEO경영특강,2,화 16:30~18:20 MA102,최정호,159,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4704,02,CEO경영특강,2,목 16:30~18:20 MA102,최순재,139,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,COM2001,01,커뮤니케이션학입문,3,"화,목 16:30~17:45 GA404",김학수,25,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",신문방송학 제1전공자 대상,2008,FAL,COM
NULL,COM2001,02,커뮤니케이션학입문,3,"월 10:30~11:45 MA106 , 수 12:00~13:15",조맹기,89,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM2002,01,인간커뮤니케이션,3,"화,목 09:00~10:15 GA403",나은영,83,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM2003,01,매스커뮤니케이션,3,"화,목 10:30~11:45 GA403",이수영,89,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM2004,01,커뮤니케이션조사론,3,"화,목 12:00~13:15 GA403",하효숙,59,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM2004,02,커뮤니케이션조사론,3,"월 09:00~10:15 GA404 , 수 10:30~11:45",박종구,16,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3101,01,저널리즘개론,3,"월 10:30~11:45 GA401 , 수 12:00~13:15",김균,67,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3102,01,방송원론,3,"수,금 13:30~14:45 GA401",원용진,69,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3103,01,스피치커뮤니케이션,3,"화,목 15:00~16:15 GA401",원용진,34,,,"커뮤니케이션학부,미디어공학 연계전공(가능)","3,4학년수강",2008,FAL,COM
NULL,COM3122,01,온라인저널리즘,3,금 15:00~17:45 GA401,오연호,33,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3125,01,신문제작실습,3,금 15:00~17:45 GA505,박명훈,8,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",승인과목(GA209호문의),2008,FAL,COM
NULL,COM3126,01,방송진행과보도실습,3,목 09:00~11:45,길종섭,13,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",승인과목(GA209호문의),2008,FAL,COM
NULL,COM3127,01,방송편성론및분석,3,월 15:00~17:45 GA401,장윤택,33,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3128,01,라디오제작,3,수 15:00~17:45 GA401,김성호,15,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",승인과목(GA209호문의),2008,FAL,COM
NULL,COM3129,01,매스컴연구,3,월 10:30~13:15 GA402,Alec Leonhardt,8,O,,,"8.26자 추가개설, 부제:Journalist in Film, 영어강의",2008,FAL,COM
NULL,COM3130,01,정보사회론,3,"월 13:30~14:45 GA404 , 금 12:00~13:15",김명준,15,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3131,01,언론정보인턴십,3,금 09:00~11:45 GA505,박경만,6,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",승인과목(GA209호문의),2008,FAL,COM
NULL,COM3132,01,졸업논문,3,일 00:00~00:00,나은영,3,,,커뮤니케이션학부(가능),,2008,FAL,COM
NULL,COM3201,01,광고학개론,3,"화,목 13:30~14:45 GA403",윤각,79,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3202,01,PR학개론,3,"수,금 09:00~10:15 GA402",조성은,21,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3210,01,광고카피와제작,3,화 15:00~17:45 GA402,양웅,19,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3212,01,광고캠페인실습,3,"월 15:00~16:15 GA402 , 수 16:30~17:45",윤각,15,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3214,01,PR작문,3,목 15:00~17:45 GA402,최홍림,14,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3218,01,정책홍보론,3,금 15:00~17:45 GA404,조성은,12,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3303,01,세계연극사,3,"화,목 13:30~14:45 GA401",김용수,37,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3304,01,세계영화사,3,수 15:00~17:45 K202,류재형,93,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3305,01,작품분석과해석,3,"화,목 10:30~11:45 GA401",김용수,83,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3309,01,영상문화의이해,3,"화,목 12:00~13:15 GA401",황인성,41,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3312,01,장면연출,3,화 13:30~16:15 GA404,황재헌,23,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3316,01,대본창작의워크샵,3,월 13:30~16:15 GA505,배병호,15,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",승인과목(GA209호문의),2008,FAL,COM
NULL,COM3320,01,공연산업론,3,목 13:30~16:15 GA404,송애경,14,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3401,01,디지털미디어개론,3,"화,목 15:00~16:15 GA403",이수영,33,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3402,01,디지털미디어테크놀로지개론,3,월 15:00~17:45 GA403,김영주,55,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3406,01,창조산업론,3,"월 09:00~10:15 GA402 , 수 10:30~11:45",장용호,31,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3408,01,디지털미디어복잡계,3,"월 10:30~11:45 GA404 , 수 12:00~13:15",장용호,26,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",,2008,FAL,COM
NULL,COM3420,01,영상콘텐츠기획ㆍ제작,3,금 09:00~11:45 GA404,이윤선,17,,,"커뮤니케이션학부,미디어공학 연계전공(가능)",승인과목(GA209호문의),2008,FAL,COM
NULL,GES2001,01,현대사회와여성,2,월 15:00~16:50 X432,오화영,17,,,,,2008,FAL,GES
NULL,GES2002,01,여성학개론,3,"월 12:00~13:15 D201A , 금 10:30~11:45",변혜정,26,,,,,2008,FAL,GES
NULL,GES3002,01,여성과일,3,수 15:00~17:45 X432,박홍주,16,,,,,2008,FAL,GES
NULL,GES3008,01,종교와성이데올로기,3,"화,목 13:30~14:45 D302",김성례,10,,,,,2008,FAL,GES
NULL,GES3012,01,여성과대중문화,3,"월 10:30~11:45 D402 , 수 12:00~13:15",장은미,47,,,,,2008,FAL,GES
NULL,GES3019,01,성'과사랑,3,"화,목 16:30~17:45 DB101",정유성,81,,,,,2008,FAL,GES
NULL,GES3020,01,성평등글쓰기,3,"화,목 15:00~16:15 X332",최현무,22,,,,,2008,FAL,GES
NULL,PRT2005,01,구약성서개론,3,"수,금 13:30~14:45 X430",서동수,14,,,,,2008,FAL,PRT
NULL,PRT4003,01,종교신학,3,"화,목 13:30~14:45 X432",박현준,19,,,,,2008,FAL,PRT
NULL,MDE2005,01,미디어기술의이해,3,화 15:00~17:45 AS109,정재원,17,,,,,2008,FAL,MDE
NULL,MDE2011,01,영상커뮤니케이션개론,3,금 15:00~17:45 GA402,정근원,10,,,,,2008,FAL,MDE
NULL,SPM3001,01,운동처방,2,수 09:00~10:50 K407,한종우,23,,,,,2008,FAL,SPM
NULL,SPM3003,01,스포츠시설관리론,2,금 15:00~16:50 K407,최종상,17,,,,,2008,FAL,SPM
NULL,SPM3004,01,스포츠이벤트기획,2,월 10:30~12:20 K407,오자왕,22,,,,,2008,FAL,SPM
NULL,SPM3005,01,레크레이션의이론과실제,2,금 09:00~10:50 K407,조명숙,21,,,,,2008,FAL,SPM
NULL,SPM3006,01,스포츠경영특강,2,화 15:00~16:50 K303,신영락,18,,,,,2008,FAL,SPM
NULL,SPM3007,01,스포츠사회학,2,수 12:00~13:50 K407,이재희,22,,,,,2008,FAL,SPM
NULL,SPM3008,01,스포츠와매스컴,2,화 12:00~13:50 K203,신문선,37,,,,,2008,FAL,SPM
NULL,SPM3009,01,스포츠마케팅,2,목 09:00~10:50 K407,김재현,35,,,,,2008,FAL,SPM
NULL,SPM3101,01,스쿠바다이빙,2,수 10:30~13:15,김경렬,49,,,,,2008,FAL,SPM
NULL,SPM3103,01,패러글라이딩,2,화 10:30~13:15,김경렬,36,,,,,2008,FAL,SPM
NULL,SPM3105,01,필드골프II,2,"월 15:00~16:15 , 수 16:30~17:45",최희남,26,,,,,2008,FAL,SPM
NULL,SPM3106,01,체력트레이닝,2,"월,금 16:30~17:45",소위영,34,,,,,2008,FAL,SPM
NULL,SPM3110,01,라켓볼,1,월 15:00~16:50,최대혁,27,O,,,영어강의,2008,FAL,SPM
NULL,SPM3111,01,참선,1,화 09:00~10:50,박성호,21,,,,,2008,FAL,SPM
NULL,SPM3113,01,스포츠댄스I,1,목 09:00~10:50,이도웅,30,,,,,2008,FAL,SPM
NULL,SPM3114,01,스포츠댄스II,1,월 09:00~10:50,노수연,31,,,,,2008,FAL,SPM
NULL,SPM3115,01,등반및등산,1,월 10:30~12:20,홍석원,31,,,,,2008,FAL,SPM
NULL,SPM3116,01,태권도,1,화 10:30~12:20,빙원철,16,,,,,2008,FAL,SPM
NULL,JPN2001,01,중급일본어I,3,"화,목 10:30~11:45 X520",송현아,36,,,,,2008,FAL,JPN
NULL,JPN2003,01,미디어일본어,3,"월 09:00~10:15 X432 , 수 10:30~11:45",고혜정,17,,,,,2008,FAL,JPN
NULL,JPN2004,01,일본어회화,3,"화,목 15:00~16:15 K209",사모토마리,19,,,,원어강의,2008,FAL,JPN
NULL,JPN2005,01,일본어작문,3,"화,목 13:30~14:45 X430",혼다 도모쿠니,15,,,,,2008,FAL,JPN
NULL,JPN2006,01,실무일본어,3,"월 10:30~11:45 D201B , 수 12:00~13:15",신혜경,8,,,,원어강의,2008,FAL,JPN
NULL,JPN2007,01,시사일본어,3,"수,금 09:00~10:15 D201B",오상현,12,,,,,2008,FAL,JPN
NULL,JPN2008,01,일본문학의이해,3,"화,목 12:00~13:15 X520",송현아,33,,,,,2008,FAL,JPN
NULL,JPN2009,02,일본문화의이해,3,"월 09:00~10:15 D504 , 수 10:30~11:45",조문희,49,,,,,2008,FAL,JPN
NULL,JPN2012,01,영화를통한일본이해,3,"월 15:00~16:15 D402 , 수 16:30~17:45",신혜경,36,,,,,2008,FAL,JPN
NULL,JPN2013,01,일본문화특강I,3,"화,목 15:00~16:15 X427",혼다 도모쿠니,17,,,,,2008,FAL,JPN
NULL,JPN3002,01,일본의법과문화,3,"수,금 15:00~16:15 X427",김현주,11,,,,,2008,FAL,JPN
NULL,EDU3031,01,컴퓨터교과교재연구및지도법,2,목 16:30~18:20 X429,김태현,2,,,,,2008,FAL,EDU
NULL,EDU3032,01,공통과학교과교재연구및지도법,2,수 16:30~18:20 X332,곽성일,4,,,,,2008,FAL,EDU
NULL,EDU3033,01,교육사회,2,월 16:30~18:20 X333,오성배,32,,,,,2008,FAL,EDU
NULL,EDU3034,01,교육실습,2,일 00:00~00:00,양미경,8,,,,,2008,FAL,EDU
NULL,EDU3035,01,교육봉사실습,2,일 00:00~00:00,양미경,8,,,,,2008,FAL,EDU
NULL,EDU3037,01,생활지도및상담,2,목 13:30~15:20 GA505,박승민,3,,,,,2008,FAL,EDU
NULL,BNT3002,01,바이오융합기술프로젝트II,3,"목 15:00~17:45 K402 , 토 09:00~10:50",조규봉,19,,,,,2008,FAL,BNT
NULL,BNT3004,01,바이오융합산업기술,3,"월,금 16:30~17:45 K212",조규봉,19,,,,,2008,FAL,BNT
NULL,BNT3007,01,유전정보공학,3,"월 13:30~14:45 K402 , 금 12:00~13:15",오병근,27,,,,,2008,FAL,BNT
NULL,BNT3009,01,바이오모방공학개론,3,"월 15:00~16:15 K405 , 수 16:30~17:45",이승엽,26,,,,,2008,FAL,BNT
NULL,BNT3092,01,특수연구II,3,일 00:00~00:00,신운섭,23,,,,,2008,FAL,BNT
NULL,BNT5002,01,나노기술,3,"수,금 15:00~16:15 K206",Babajanyan Arsen,5,O,,,"영어강의,학석사공용과목",2008,FAL,BNT
NULL,BNT5031,01,지식재산권과특허,3,화 15:00~17:45 K203,양부현,61,,,,학석사공용과목,2008,FAL,BNT
NULL,BNT5041,01,나노기술을위한기기분석,3,"수,금 13:30~14:45 K105",정종석,18,,,,학석사공용과목,2008,FAL,BNT
NULL,CHS2001,01,한국문화와역사,3,"월 09:00~10:15 K501 , 수 10:30~11:45",이장우,85,,,,,2008,FAL,LIB
NULL,CHS2001,02,한국문화와역사,3,"화,목 13:30~14:45 K501",최희정,91,,,,,2008,FAL,LIB
NULL,CHS2002,01,현대한국의형성,3,"수,금 13:30~14:45 K501",김혜정,130,,,,,2008,FAL,LIB
NULL,CHS2002,02,현대한국의형성,3,"화,목 16:30~17:45 K301",서진교,31,,,,,2008,FAL,LIB
NULL,CHS2002,03,현대한국의형성,3,"수,금 09:00~10:15 K301",김혜정,109,,,,,2008,FAL,LIB
NULL,CHS2003,01,현대동아시아의형성,3,"월 12:00~13:15 , 금 10:30~11:45 K203",이철호,112,,,,,2008,FAL,LIB
NULL,CHS2003,02,현대동아시아의형성,3,"수,금 09:00~10:15 X429",허지은,23,,,,,2008,FAL,LIB
NULL,CHS2004,01,현대서양의형성,3,"월 15:00~16:15 K402 , 수 16:30~17:45",박지현,75,,,,,2008,FAL,LIB
NULL,CHS2004,02,현대서양의형성,3,"수,금 15:00~16:15 K303",최성철,107,,,,,2008,FAL,LIB
NULL,CHS2005,01,과학사,3,"화,목 12:00~13:15 K202",박권수,147,,O,,,2008,FAL,LIB
NULL,CHS2005,02,과학사,3,"화,목 10:30~11:45 K202",박권수,139,,O,,,2008,FAL,LIB
